# I(Q)
#Q (1/A)        I (1/cm)        dI (1/cm)       dQ (1/A)
# subtracted baseline -0.02	
# items ID 113529
5.176894E-03	2.229616E+03	3.168693E+01	1.045053E-03
5.344779E-03	2.589941E+03	1.343579E+01	1.056411E-03
5.518107E-03	2.591194E+03	1.014412E+01	1.078962E-03
5.697057E-03	2.544756E+03	8.478367E+00	1.103442E-03
5.881810E-03	2.446202E+03	7.262501E+00	1.112501E-03
6.072555E-03	2.353877E+03	5.617387E+00	1.114802E-03
6.269485E-03	2.262759E+03	4.698910E+00	1.121904E-03
6.472801E-03	2.179755E+03	3.973602E+00	1.137743E-03
6.682711E-03	2.094236E+03	3.446885E+00	1.138075E-03
6.899429E-03	2.073931E+03	2.957562E+00	1.140732E-03
7.123174E-03	2.002558E+03	2.711480E+00	1.135631E-03
7.354175E-03	1.947129E+03	2.353808E+00	1.142540E-03
7.592668E-03	1.890714E+03	2.080565E+00	1.147417E-03
7.838895E-03	1.836723E+03	1.885014E+00	1.153875E-03
8.093106E-03	1.776461E+03	1.718988E+00	1.153712E-03
8.355562E-03	1.738032E+03	1.578551E+00	1.155132E-03
8.626529E-03	1.691614E+03	1.440281E+00	1.165374E-03
8.906284E-03	1.647879E+03	1.349536E+00	1.159868E-03
9.195110E-03	1.603067E+03	1.258550E+00	1.167278E-03
9.493304E-03	1.563373E+03	1.189531E+00	1.167226E-03
9.801167E-03	1.517240E+03	1.114222E+00	1.169080E-03
1.011901E-02	1.479762E+03	1.073298E+00	1.167707E-03
1.044717E-02	1.432092E+03	9.920890E-01	1.171208E-03
1.078597E-02	1.392788E+03	9.604949E-01	1.170443E-03
1.113575E-02	1.350115E+03	9.031536E-01	1.170073E-03
1.149688E-02	1.305748E+03	8.624290E-01	1.170231E-03
1.186972E-02	1.263551E+03	8.178174E-01	1.169574E-03
1.225465E-02	1.217929E+03	7.734433E-01	1.170412E-03
1.265206E-02	1.174954E+03	7.369806E-01	1.170735E-03
1.306236E-02	1.130292E+03	6.985140E-01	1.169734E-03
1.348597E-02	1.087348E+03	6.621814E-01	1.170823E-03
1.392331E-02	1.044846E+03	6.281258E-01	1.169936E-03
1.437484E-02	1.003309E+03	5.920548E-01	1.170139E-03
1.484101E-02	9.575895E+02	5.579731E-01	1.171271E-03
1.532229E-02	9.166011E+02	5.292087E-01	1.170437E-03
1.581919E-02	8.738531E+02	5.018746E-01	1.170189E-03
1.633220E-02	8.339099E+02	4.731926E-01	1.170222E-03
1.686184E-02	7.941992E+02	4.464788E-01	1.170728E-03
1.740866E-02	7.545119E+02	4.195546E-01	1.170567E-03
1.797322E-02	7.166660E+02	3.980330E-01	1.170227E-03
1.855608E-02	6.805902E+02	3.737745E-01	1.171347E-03
1.915785E-02	6.447841E+02	3.534538E-01	1.170387E-03
1.977913E-02	6.112206E+02	3.317668E-01	1.170895E-03
2.042056E-02	5.785506E+02	3.134586E-01	1.171030E-03
2.108279E-02	5.469847E+02	2.939613E-01	1.170879E-03
2.176649E-02	5.168050E+02	2.775036E-01	1.170440E-03
2.247237E-02	4.876450E+02	2.595463E-01	1.171689E-03
2.320114E-02	4.599271E+02	2.454018E-01	1.170527E-03
2.395354E-02	4.330510E+02	2.300194E-01	1.171464E-03
2.473034E-02	4.079830E+02	2.159604E-01	1.171336E-03
2.553234E-02	3.840916E+02	2.031101E-01	1.170873E-03
2.636034E-02	3.608304E+02	1.897073E-01	1.171761E-03
2.721519E-02	3.392282E+02	1.783896E-01	1.171194E-03
2.809777E-02	3.182207E+02	1.668347E-01	1.171740E-03
2.900897E-02	2.986552E+02	1.567457E-01	1.171754E-03
2.994971E-02	2.798070E+02	1.468491E-01	1.171747E-03
3.092097E-02	2.620530E+02	1.375293E-01	1.172156E-03
3.192372E-02	2.448897E+02	1.294591E-01	1.172489E-03
3.295899E-02	2.284881E+02	1.212971E-01	1.174515E-03
3.402784E-02	2.133065E+02	1.140450E-01	1.176279E-03
3.513135E-02	1.985836E+02	1.077306E-01	1.177626E-03
3.627064E-02	1.847707E+02	1.014147E-01	1.178966E-03
3.744688E-02	1.720527E+02	9.588039E-02	1.179439E-03
3.866126E-02	1.601944E+02	9.110052E-02	1.177832E-03
3.991503E-02	1.491274E+02	8.577003E-02	1.176953E-03
4.011470E-02	1.496794E+02	5.310590E-02	4.119973E-03
4.117077E-02	1.405191E+02	4.927571E-02	4.114985E-03
4.120946E-02	1.385889E+02	8.103535E-02	1.174213E-03
4.225465E-02	1.323772E+02	4.549072E-02	4.161405E-03
4.254586E-02	1.288020E+02	7.608068E-02	1.172323E-03
4.336706E-02	1.237206E+02	4.330332E-02	4.143185E-03
4.392561E-02	1.196284E+02	7.104019E-02	1.171560E-03
4.450875E-02	1.157343E+02	4.018436E-02	4.175326E-03
4.535009E-02	1.109502E+02	6.607490E-02	1.171134E-03
4.568050E-02	1.086310E+02	3.798405E-02	4.179402E-03
4.682078E-02	1.026418E+02	6.144310E-02	1.171232E-03
4.688310E-02	1.016578E+02	3.567655E-02	4.178734E-03
4.811736E-02	9.518958E+01	3.337784E-02	4.187267E-03
4.833915E-02	9.493561E+01	5.681601E-02	1.172419E-03
4.938412E-02	8.874012E+01	3.109413E-02	4.210084E-03
4.990677E-02	8.764136E+01	5.277109E-02	1.172828E-03
5.068422E-02	8.272243E+01	2.945644E-02	4.220696E-03
5.201855E-02	7.751021E+01	2.741851E-02	4.223508E-03
5.338800E-02	7.223041E+01	2.609428E-02	4.186233E-03
5.479351E-02	6.722497E+01	2.448941E-02	4.233910E-03
5.623602E-02	6.250765E+01	2.265681E-02	4.222708E-03
5.771651E-02	5.810501E+01	2.147718E-02	4.260709E-03
5.923598E-02	5.408035E+01	2.032785E-02	4.191945E-03
6.079544E-02	5.011752E+01	1.903560E-02	4.234342E-03
6.239596E-02	4.660589E+01	1.767065E-02	4.235016E-03
6.403862E-02	4.313115E+01	1.677148E-02	4.253463E-03
6.572452E-02	3.994475E+01	1.571412E-02	4.230386E-03
6.745480E-02	3.704680E+01	1.473742E-02	4.223877E-03
6.923064E-02	3.420000E+01	1.379709E-02	4.251754E-03
7.105323E-02	3.160802E+01	1.298975E-02	4.244776E-03
