q**2,gamma_meV
0.25,2.9907398522023
0.2530241660564127,3.0269178279806637
0.2560665134718821,3.0633133066194196
0.2591270422464079,3.0999262881185645
0.2622057523799904,3.136756772478101
0.2653026438726294,3.1738047596980286
0.2684177167243252,3.2110702497783485
0.2715509709350774,3.2485532427190575
0.2747024065048862,3.2862537385201573
0.2778720234337517,3.3241717371816506
0.2810598217216737,3.362307238703533
0.2842658013686523,3.4006602430858064
0.28748996237468744,3.43923075032847
0.29073230473977935,3.4780187604315267
0.29399282846392766,3.517024273394972
0.2972715335471326,3.5562472892188093
0.30056841998939426,3.595687807903039
0.3038834877907124,3.635345829447658
0.3072167369510871,3.675221353852668
0.31056816747051835,3.715314381118069
0.3139377793490064,3.755624911243862
0.31732557258655086,3.7961529442300455
0.3207315471831519,3.836898480076618
0.3241557031388097,3.877861518783585
0.3275980404535239,3.9190420603509404
0.33105855912729476,3.9604401047786872
0.33453725916012217,4.002055652066825
0.3380341405520063,4.043888702215355
0.3415492033029469,4.085939255224274
0.3450824474129441,4.128207311093585
0.3486338728819979,4.170692869823287
0.35220347971010835,4.21339593141338
0.35579126789727533,4.256316495863865
0.3593972374434989,4.299454563174739
0.3630213883487791,4.342810133346005
0.36666372061311586,4.386383206377662
0.3703242342365092,4.430173782269709
0.37400292921895917,4.474181861022148
0.3776998055604657,4.518407442634978
0.38141486326102875,4.562850527108198
0.38514810232064844,4.6075111144418095
0.3888995227393248,4.6523892046358135
0.39266912451705765,4.697484797690206
0.3964569076538471,4.74279789360499
0.40026287214969314,4.788328492380165
0.4040870180045959,4.834076594015733
0.40792934521855506,4.880042198511689
0.4117898537915709,4.926225305868038
0.4156685437236434,4.9726259160847786
0.4195654150147724,5.019244029161908
0.42348046766495795,5.066079645099429
0.42741370167420023,5.113132763897342
0.43136511704249897,5.160403385555644
0.4353347137698543,5.2078915100743375
0.4393224918562664,5.2555971374534245
0.44332845130173487,5.3035202676929005
0.44735259210626,5.351660900792767
0.45139491426984163,5.400019036753024
0.45545541779247994,5.448594675573673
0.45953410267417494,5.497387817254714
0.4636309689149264,5.546398461796144
0.46774601651473446,5.595626609197966
0.4718792454735992,5.645072259460179
0.47603065579152043,5.694735412582783
0.48020024746849826,5.744616068565778
0.48438802050453283,5.794714227409165
0.4885939748996238,5.845029889112941
0.4928181106537714,5.895563053677107
0.49706042776697573,5.946313721101668
0.5013209262392364,5.997281891386616
0.5055996060705538,6.048467564531956
0.5098964672609277,6.099870740537687
0.5142115098103582,6.151491419403809
0.5185447337188456,6.203329601130324
0.5228961389863892,6.255385285717228
0.5272657256129896,6.3076584731645235
0.5316534935986466,6.36014916347221
0.53605944294336,6.412857356640288
0.5404835736471301,6.465783052668755
0.5449258857099569,6.518926251557615
0.5493863791318402,6.5722869533068655
0.55386505391278,6.625865157916505
0.5583619100527766,6.67966086538654
0.5628769475518294,6.7336740757169595
0.5674101664099392,6.787904788907777
0.5719615666271054,6.842353004958981
0.5765311482033282,6.897018723870576
0.5811189111386077,6.951901945642564
0.5857248554329436,7.00700267027494
0.5903489810863362,7.062320897767709
0.5949912880987854,7.117856628120871
0.5996517764702912,7.173609861334421
0.6043304462008535,7.229580597408362
0.6090272972904726,7.2857688363426965
0.6137423297391481,7.34217457813742
0.6184755435468802,7.398797822792534
0.623226938713669,7.45563857030804
0.627996515239514,7.512696820683934
0.6327842731244161,7.569972573920224
0.6375902123683745,7.627465830016901
0.6424143329713896,7.685176588973972
0.6472566349334614,7.7431048507914335
0.6521171182545895,7.801250615469283
0.6569957829347743,7.859613883007525
0.6618926289740159,7.918194653406161
0.6668076563723139,7.976992926665183
0.6717408651296685,8.0360087027846
