q**2,gamma_meV
0.25,30.25868727953476
0.2530241660564127,30.258687281196185
0.2560665134718821,30.258687282828
0.2591270422464079,30.258687284430906
0.2622057523799904,30.258687286005582
0.2653026438726294,30.258687287552686
0.2684177167243252,30.258687289072856
0.2715509709350774,30.25868729056672
0.2747024065048862,30.258687292034875
0.2778720234337517,30.258687293477905
0.2810598217216737,30.258687294896394
0.2842658013686523,30.258687296290876
0.28748996237468744,30.258687297661908
0.29073230473977935,30.258687299010003
0.29399282846392766,30.258687300335666
0.2972715335471326,30.2586873016394
0.30056841998939426,30.258687302921686
0.3038834877907124,30.25868730418299
0.3072167369510871,30.258687305423763
0.31056816747051835,30.25868730664445
0.3139377793490064,30.25868730784549
0.31732557258655086,30.258687309027295
0.3207315471831519,30.258687310190275
0.3241557031388097,30.258687311334825
0.3275980404535239,30.258687312461333
0.33105855912729476,30.258687313570185
0.33453725916012217,30.258687314661735
0.3380341405520063,30.258687315736353
0.3415492033029469,30.25868731679438
0.3450824474129441,30.258687317836156
0.3486338728819979,30.258687318862012
0.35220347971010835,30.25868731987227
0.35579126789727533,30.258687320867256
0.3593972374434989,30.258687321847262
0.3630213883487791,30.25868732281259
0.36666372061311586,30.25868732376354
0.3703242342365092,30.25868732470039
0.37400292921895917,30.258687325623413
0.3776998055604657,30.25868732653289
0.38141486326102875,30.258687327429076
0.38514810232064844,30.258687328312234
0.3888995227393248,30.258687329182607
0.39266912451705765,30.25868733004045
0.3964569076538471,30.258687330886
0.40026287214969314,30.258687331719496
0.4040870180045959,30.258687332541154
0.40792934521855506,30.2586873333512
0.4117898537915709,30.258687334149865
0.4156685437236434,30.25868733493734
0.4195654150147724,30.258687335713848
0.42348046766495795,30.258687336479593
0.42741370167420023,30.258687337234765
0.43136511704249897,30.258687337979556
0.4353347137698543,30.258687338714164
0.4393224918562664,30.25868733943877
0.44332845130173487,30.258687340153546
0.44735259210626,30.25868734085869
0.45139491426984163,30.258687341554356
0.45545541779247994,30.258687342240723
0.45953410267417494,30.25868734291795
0.4636309689149264,30.258687343586196
0.46774601651473446,30.25868734424563
0.4718792454735992,30.25868734489639
0.47603065579152043,30.258687345538647
0.48020024746849826,30.25868734617254
0.48438802050453283,30.258687346798204
0.4885939748996238,30.258687347415794
0.4928181106537714,30.258687348025443
0.49706042776697573,30.25868734862729
0.5013209262392364,30.258687349221464
0.5055996060705538,30.25868734980809
0.5098964672609277,30.25868735038731
0.5142115098103582,30.258687350959228
0.5185447337188456,30.258687351523985
0.5228961389863892,30.258687352081694
0.5272657256129896,30.258687352632464
0.5316534935986466,30.25868735317642
0.53605944294336,30.25868735371367
0.5404835736471301,30.258687354244316
0.5449258857099569,30.258687354768483
0.5493863791318402,30.258687355286263
0.55386505391278,30.258687355797765
0.5583619100527766,30.258687356303078
0.5628769475518294,30.25868735680232
0.5674101664099392,30.258687357295578
0.5719615666271054,30.258687357782946
0.5765311482033282,30.25868735826452
0.5811189111386077,30.258687358740392
0.5857248554329436,30.25868735921065
0.5903489810863362,30.258687359675385
0.5949912880987854,30.258687360134683
0.5996517764702912,30.25868736058862
0.6043304462008535,30.258687361037293
0.6090272972904726,30.258687361480767
0.6137423297391481,30.25868736191914
0.6184755435468802,30.258687362352468
0.623226938713669,30.258687362780854
0.627996515239514,30.258687363204356
0.6327842731244161,30.258687363623046
0.6375902123683745,30.258687364037005
0.6424143329713896,30.258687364446306
0.6472566349334614,30.25868736485101
0.6521171182545895,30.258687365251188
0.6569957829347743,30.258687365646914
0.6618926289740159,30.258687366038238
0.6668076563723139,30.258687366425242
