q**2,gamma_meV
0.25,0.015387408621215914
0.2530241660564127,0.015459432658363
0.2560665134718821,0.0155308324758038
0.2591270422464079,0.015601612378033616
0.2622057523799904,0.015671776705304036
0.2653026438726294,0.015741329830478736
0.2684177167243252,0.015810276156003816
0.2715509709350774,0.015878620110989547
0.2747024065048862,0.01594636614840062
0.2778720234337517,0.016013518742351858
0.2810598217216737,0.016080082385506518
0.2842658013686523,0.016146061586574337
0.28748996237468744,0.016211460867906514
0.29073230473977935,0.01627628476318482
0.29399282846392766,0.016340537815202158
0.2972715335471326,0.01640422457373192
0.30056841998939426,0.016467349593483522
0.3038834877907124,0.016529917432141498
0.3072167369510871,0.01659193264848578
0.31056816747051835,0.016653399800590576
0.3139377793490064,0.016714323444099524
0.31732557258655086,0.01677470813057471
0.3207315471831519,0.016834558405917348
0.3241557031388097,0.016893878808857794
0.3275980404535239,0.01695267386951271
0.33105855912729476,0.01701094810800728
0.33453725916012217,0.017068706033160363
0.3380341405520063,0.017125952141230534
0.3415492033029469,0.017182690914721046
0.3450824474129441,0.017238926821241767
0.3486338728819979,0.0172946643124262
0.35220347971010835,0.017349907822901744
0.35579126789727533,0.017404661769311422
0.3593972374434989,0.017458930549385295
0.3630213883487791,0.017512718541059916
0.36666372061311586,0.017566030101644117
0.3703242342365092,0.017618869567029564
0.37400292921895917,0.01767124125094451
0.3776998055604657,0.01772314944424917
0.38141486326102875,0.01777459841427136
0.38514810232064844,0.017825592404180853
0.3888995227393248,0.017876135632401105
0.39266912451705765,0.01792623229205701
0.3964569076538471,0.01797588655045735
0.40026287214969314,0.01802510254861067
0.4040870180045959,0.018073884400773347
0.40792934521855506,0.01812223619402865
0.4117898537915709,0.018170161987895627
0.4156685437236434,0.018217665813966694
0.4195654150147724,0.018264751675572812
0.42348046766495795,0.01831142354747524
0.42741370167420023,0.01835768537558279
0.43136511704249897,0.018403541076693595
0.4353347137698543,0.01844899453826046
0.4393224918562664,0.01849404961817882
0.44332845130173487,0.01853871014459642
0.44735259210626,0.018582979915743886
0.45139491426984163,0.018626862699785217
0.45545541779247994,0.018670362234687526
