q**2,gamma_meV
0.25,0.0026748279460262433
0.2530241660564127,0.002674827947171717
0.2560665134718821,0.0026748279482967778
0.2591270422464079,0.002674827949401905
0.2622057523799904,0.002674827950487569
0.2653026438726294,0.0026748279515542237
0.2684177167243252,0.0026748279526023094
0.2715509709350774,0.0026748279536322563
0.2747024065048862,0.002674827954644479
0.2778720234337517,0.0026748279556393834
0.2810598217216737,0.0026748279566173607
0.2842658013686523,0.0026748279575787934
0.28748996237468744,0.002674827958524053
0.29073230473977935,0.0026748279594534996
0.29399282846392766,0.002674827960367484
0.2972715335471326,0.0026748279612663476
0.30056841998939426,0.0026748279621504225
0.3038834877907124,0.0026748279630200308
0.3072167369510871,0.002674827963875486
0.31056816747051835,0.0026748279647170943
0.3139377793490064,0.002674827965545153
0.31732557258655086,0.0026748279663599502
0.3207315471831519,0.002674827967161769
0.3241557031388097,0.002674827967950883
0.3275980404535239,0.0026748279687275594
0.33105855912729476,0.002674827969492058
0.33453725916012217,0.002674827970244632
0.3380341405520063,0.002674827970985528
0.3415492033029469,0.002674827971714987
0.3450824474129441,0.002674827972433243
0.3486338728819979,0.0026748279731405233
0.35220347971010835,0.0026748279738370516
0.35579126789727533,0.0026748279745230446
0.3593972374434989,0.002674827975198713
0.3630213883487791,0.002674827975864263
0.36666372061311586,0.0026748279765198965
0.3703242342365092,0.0026748279771658086
0.37400292921895917,0.0026748279778021915
0.3776998055604657,0.0026748279784292307
0.38141486326102875,0.002674827979047109
0.38514810232064844,0.0026748279796560033
0.3888995227393248,0.002674827980256087
0.39266912451705765,0.00267482798084753
0.3964569076538471,0.002674827981430497
0.40026287214969314,0.00267482798200515
0.4040870180045959,0.0026748279825716446
0.40792934521855506,0.002674827983130135
0.4117898537915709,0.002674827983680772
0.4156685437236434,0.002674827984223702
0.4195654150147724,0.002674827984759068
0.42348046766495795,0.0026748279852870102
0.42741370167420023,0.0026748279858076645
0.43136511704249897,0.0026748279863211643
0.4353347137698543,0.002674827986827642
0.4393224918562664,0.0026748279873272224
0.44332845130173487,0.002674827987820032
0.44735259210626,0.0026748279883061924
0.45139491426984163,0.0026748279887858217
0.45545541779247994,0.002674827989259037
0.45953410267417494,0.002674827989725952
0.4636309689149264,0.002674827990186679
0.46774601651473446,0.0026748279906413253
0.4718792454735992,0.0026748279910899985
0.47603065579152043,0.0026748279915328028
0.48020024746849826,0.002674827991969839
0.48438802050453283,0.0026748279924012084
0.4885939748996238,0.0026748279928270075
0.4928181106537714,0.002674827993247332
0.49706042776697573,0.002674827993662275
0.5013209262392364,0.0026748279940719292
0.5055996060705538,0.002674827994476383
0.5098964672609277,0.0026748279948757238
0.5142115098103582,0.0026748279952700385
0.5185447337188456,0.0026748279956594102
0.5228961389863892,0.0026748279960439225
0.5272657256129896,0.002674827996423654
0.5316534935986466,0.0026748279967986847
0.53605944294336,0.0026748279971690915
0.5404835736471301,0.0026748279975349516
0.5449258857099569,0.002674827997896337
0.5493863791318402,0.002674827998253321
0.55386505391278,0.0026748279986059755
0.5583619100527766,0.0026748279989543696
0.5628769475518294,0.002674827999298572
0.5674101664099392,0.0026748279996386495
0.5719615666271054,0.0026748279999746676
0.5765311482033282,0.0026748280003066906
0.5811189111386077,0.002674828000634782
0.5857248554329436,0.002674828000959003
0.5903489810863362,0.002674828001279415
0.5949912880987854,0.002674828001596077
0.5996517764702912,0.0026748280019090478
0.6043304462008535,0.0026748280022183832
0.6090272972904726,0.0026748280025241412
0.6137423297391481,0.002674828002826375
0.6184755435468802,0.0026748280031251397
0.623226938713669,0.0026748280034204876
0.627996515239514,0.002674828003712471
0.6327842731244161,0.0026748280040011403
0.6375902123683745,0.002674828004286546
0.6424143329713896,0.002674828004568737
0.6472566349334614,0.0026748280048477613
0.6521171182545895,0.002674828005123666
0.6569957829347743,0.0026748280053964972
0.6618926289740159,0.002674828005666301
0.6668076563723139,0.002674828005933122
0.6717408651296685,0.002674828006197003
0.6766922552460798,0.002674828006457988
0.6816618267215475,0.0026748280067161187
0.6866495795560719,0.0026748280069714375
0.691655513749653,0.002674828007223984
0.6966796293022903,0.002674828007473799
0.7017219262139845,0.0026748280077209217
0.7067824044847353,0.00267482800796539
0.7118610641145425,0.002674828008207242
0.7169579051034066,0.002674828008446515
0.722072927451327,0.0026748280086832453
0.7272061311583041,0.0026748280089174694
0.7323575162243379,0.002674828009149222
0.7375270826494281,0.002674828009378538
0.7427148304335749,0.002674828009605452
0.7479207595767785,0.0026748280098299964
0.7531448700790385,0.002674828010052204
0.758387161940355,0.002674828010272108
0.7636476351607284,0.00267482801048974
0.768926289740158,0.002674828010705131
0.7742231256786446,0.002674828010918311
0.7795381429761875,0.0026748280111293116
0.784871341632787,0.002674828011338161
0.7902227216484433,0.002674828011544889
0.795592283023156,0.002674828011749524
0.8009800257569253,0.002674828011952095
0.8063859498497514,0.0026748280121526285
0.8118100553016339,0.002674828012351152
0.8172523421125729,0.0026748280125476927
0.8227128102825688,0.002674828012742276
0.828191459811621,0.00267482801293493
0.8336882906997298,0.0026748280131256774
0.8392033029468955,0.0026748280133145454
0.8447364965531173,0.002674828013501557
0.8502878715183961,0.0026748280136867373
0.8558574278427313,0.00267482801387011
0.861445165526123,0.002674828014051699
0.8670510845685716,0.002674828014231526
0.8726751849700766,0.002674828014409615
0.8783174667306382,0.0026748280145859884
0.8839779298502565,0.002674828014760667
0.8896565743289312,0.0026748280149336734
0.8953534001666625,0.0026748280151050285
0.9010684073634506,0.002674828015274754
0.9068015959192951,0.00267482801544287
0.9125529658341962,0.0026748280156093963
0.918322517108154,0.0026748280157743525
0.9241102497411681,0.0026748280159377595
0.9299161637332392,0.0026748280160996366
0.9357402590843666,0.002674828016260002
0.9415825357945506,0.002674828016418875
0.9474429938637915,0.0026748280165762735
0.9533216332920886,0.0026748280167322174
0.9592184540794425,0.002674828016886722
0.9651334562258531,0.0026748280170398064
0.97106663973132,0.0026748280171914884
0.9770180045958436,0.002674828017341784
0.982987550819424,0.0026748280174907105
0.9889752784020607,0.0026748280176382847
0.9949811873437541,0.0026748280177845227
1.0010052776445038,0.0026748280179294402
1.007047549304311,0.002674828018073054
1.0131080023231738,0.0026748280182153786
1.0191866367010933,0.0026748280183564307
1.0252834524380698,0.0026748280184962243
1.0313984495341029,0.0026748280186347745
1.037531627989192,0.002674828018772096
1.0436829878033382,0.0026748280189082038
1.0498525289765412,0.002674828019043112
1.0560402515088,0.002674828019176834
