q**2,gamma_meV
0.25,0.008259039156548093
0.2530241660564127,0.008358945980051357
0.2560665134718821,0.008459453445780096
0.2591270422464079,0.008560561553734301
0.2622057523799904,0.008662270303913975
0.2653026438726294,0.008764579696319122
0.2684177167243252,0.008867489730949743
0.2715509709350774,0.008971000407805829
0.2747024065048862,0.009075111726887387
0.2778720234337517,0.00917982368819442
0.2810598217216737,0.009285136291726918
0.2842658013686523,0.009391049537484888
0.28748996237468744,0.009497563425468326
0.29073230473977935,0.009604677955677241
0.29399282846392766,0.009712393128111622
0.2972715335471326,0.009820708942771473
0.30056841998939426,0.0099296253996568
0.3038834877907124,0.010039142498767592
0.3072167369510871,0.010149260240103854
0.31056816747051835,0.010259978623665587
0.3139377793490064,0.010371297649452797
0.31732557258655086,0.010483217317465472
0.3207315471831519,0.010595737627703614
0.3241557031388097,0.010708858580167235
0.3275980404535239,0.01082258017485632
0.33105855912729476,0.010936902411770878
0.33453725916012217,0.011051825290910904
0.3380341405520063,0.011167348812276406
0.3415492033029469,0.011283472975867376
0.3450824474129441,0.011400197781683814
0.3486338728819979,0.011517523229725725
0.35220347971010835,0.011635449319993107
0.35579126789727533,0.011753976052485958
0.3593972374434989,0.01187310342720428
0.3630213883487791,0.011992831444148073
0.36666372061311586,0.012113160103317337
0.3703242342365092,0.01223408940471207
0.37400292921895917,0.012355619348332276
0.3776998055604657,0.012477749934177948
0.38141486326102875,0.012600481162249093
0.38514810232064844,0.012723813032545708
0.3888995227393248,0.012847745545067797
0.39266912451705765,0.012972278699815352
0.3964569076538471,0.013097412496788379
0.40026287214969314,0.013223146935986876
0.4040870180045959,0.013349482017410848
0.40792934521855506,0.013476417741060285
0.4117898537915709,0.013603954106935195
0.4156685437236434,0.013732091115035575
0.4195654150147724,0.013860828765361426
0.42348046766495795,0.013990167057912745
0.42741370167420023,0.014120105992689539
0.43136511704249897,0.014250645569691802
0.4353347137698543,0.014381785788919531
0.4393224918562664,0.014513526650372739
0.44332845130173487,0.01464586815405141
0.44735259210626,0.014778810299955553
0.45139491426984163,0.014912353088085167
0.45545541779247994,0.01504649651844025
0.45953410267417494,0.01518124059102081
0.4636309689149264,0.015316585305826835
0.46774601651473446,0.015452530662858332
0.4718792454735992,0.0155890766621153
0.47603065579152043,0.015726223303597738
0.48020024746849826,0.015863970587305647
