q**2,gamma_meV
0.25,2.675126034098194
0.2530241660564127,2.6751260357327977
0.2560665134718821,2.6751260373382695
0.2591270422464079,2.6751260389152995
0.2622057523799904,2.6751260404645536
0.2653026438726294,2.6751260419866814
0.2684177167243252,2.6751260434823125
0.2715509709350774,2.675126044952057
0.2747024065048862,2.6751260463965103
0.2778720234337517,2.675126047816249
0.2810598217216737,2.675126049211833
0.2842658013686523,2.6751260505838084
0.28748996237468744,2.675126051932704
0.29073230473977935,2.6751260532590346
0.29399282846392766,2.6751260545633007
0.2972715335471326,2.675126055845989
0.30056841998939426,2.6751260571075735
0.3038834877907124,2.675126058348513
0.3072167369510871,2.675126059569257
0.31056816747051835,2.6751260607702414
0.3139377793490064,2.6751260619518895
0.31732557258655086,2.675126063114615
0.3207315471831519,2.6751260642588197
0.3241557031388097,2.6751260653848936
0.3275980404535239,2.675126066493219
0.33105855912729476,2.6751260675841673
0.33453725916012217,2.6751260686580984
0.3380341405520063,2.675126069715365
0.3415492033029469,2.6751260707563116
0.3450824474129441,2.6751260717812704
0.3486338728819979,2.6751260727905675
0.35220347971010835,2.675126073784521
0.35579126789727533,2.67512607476344
0.3593972374434989,2.675126075727626
0.3630213883487791,2.6751260766773735
0.36666372061311586,2.6751260776129695
0.3703242342365092,2.6751260785346935
0.37400292921895917,2.675126079442818
0.3776998055604657,2.67512608033761
0.38141486326102875,2.675126081219329
0.38514810232064844,2.675126082088228
0.3888995227393248,2.675126082944555
0.39266912451705765,2.67512608378855
0.3964569076538471,2.6751260846204503
0.40026287214969314,2.6751260854404855
0.4040870180045959,2.6751260862488797
0.40792934521855506,2.6751260870458524
0.4117898537915709,2.675126087831617
0.4156685437236434,2.675126088606384
0.4195654150147724,2.6751260893703575
0.42348046766495795,2.6751260901237366
0.42741370167420023,2.675126090866716
0.43136511704249897,2.6751260915994863
0.4353347137698543,2.675126092322235
0.4393224918562664,2.675126093035142
0.44332845130173487,2.675126093738387
0.44735259210626,2.675126094432142
0.45139491426984163,2.6751260951165787
0.45545541779247994,2.6751260957918626
0.45953410267417494,2.675126096458156
0.4636309689149264,2.675126097115618
0.46774601651473446,2.6751260977644034
0.4718792454735992,2.6751260984046645
0.47603065579152043,2.675126099036551
0.48020024746849826,2.6751260996602064
0.48438802050453283,2.675126100275775
0.4885939748996238,2.6751261008833946
0.4928181106537714,2.675126101483203
0.49706042776697573,2.675126102075332
0.5013209262392364,2.675126102659912
0.5055996060705538,2.675126103237072
0.5098964672609277,2.675126103806936
0.5142115098103582,2.6751261043696277
0.5185447337188456,2.675126104925265
0.5228961389863892,2.675126105473967
0.5272657256129896,2.675126106015849
0.5316534935986466,2.675126106551023
0.53605944294336,2.675126107079597
0.5404835736471301,2.675126107601683
0.5449258857099569,2.675126108117384
0.5493863791318402,2.675126108626804
0.55386505391278,2.6751261091300456
0.5583619100527766,2.675126109627208
0.5628769475518294,2.6751261101183887
0.5674101664099392,2.6751261106036828
0.5719615666271054,2.6751261110831837
0.5765311482033282,2.6751261115569847
